paper_id,title,journal,year,abstract,link
P0063,Synthesis and characterization of nanoparticles - copper shell/ silver synthesized by laser erosion with ND: YAG nanostatic in acetone,Journal of Advanced Materials in Engineering,2023,"In this study, nanoparticles - copper/ silver shell were synthesized by laser erosion in liquid using ND: YAG nanocrystal laser.Synthesis of nuclear nanoparticles - copper/ silver shell by laser erosion in liquid in a single -stage process by adjusting process parameters in 2 mg/ pulse energy, wavelength of 2 nm, frequency 2 Hz and 2 mm/ s scanning speed in acetone mediumIt was done.Sydsional nanoparticles characteristic using visible-ultra-ultra-optical spectroscopy analysis (UV-VIS), atomic absorption spectroscopy (AAS), dynamic light diffusion (DLS), field electrical microscopy field (FESEM), power electronic microscopyHigh separation (HRTEM) and XRD were performed.Studies have confirmed that CACS nanoparticles are nanometer size, spherical morphology and pure copper / shell -shell structure.",https://en.civilica.com/doc/1942282/
P0064,PA/GF2 Composite Press Energy Recruitment Investigated by Gram Press Method Under the Testing Testing Low Speed,Journal of Solid and Fluid Mechanics,2023,"Garman's composite sheets have attracted the increasing attention in various industries due to the strength of weight and high energy absorption capacity.In the following study, composite sheet behavior with the field of polyamide 3 and continuous glass fibers (PA/GF) has been examined under the test of static penetration and weight loss.Since the polyamide field is significantly sensitive to the effects of strain rates, the mechanical properties required at different strain rates were extracted by the Hopkinson test.According to the experiment, the composite strength of the studied at the strain rate similar to that of the weight loss test was 6 % increased.As a result of the projectile collision, fracture fractures of the fiber, fiber separation from the background, vertical and horizontal cracks were observed to the fiber orientation.Numerical simulation was also performed with LS-DYNA software and the effects of strain-extracted from the Hopkinson test were applied to the numerical simulation, which reduced the simulation accuracy to 1.5 % in maximum force calculation.According to numerical simulation results, thickness of less than 1.5 mm is constant composite sheet absorption values;Also, the maximum energy absorption in the 2 -layer composite was related to the Chinese layer with the absorption of 2 joules.",https://en.civilica.com/doc/1677001/
P0065,Experimental and Numerical Analysis The effect of using perforated plates in front of the target plate against ballistic impact,Iranian Journal of Manufacturing Engineering,2022,"Previously, integrated armored plates were used to protect people and equipment.Today, the use of armored plates with unique designs (a combination of pierced and base plates) is considered.This new design is a structure consisting of at least two plates, one perforated and the other integrated (lacking a hole), and how they are placed in front of the integrated plate (the base plate), and this combination is generally.Prevents the penetration and damage of projectiles to the goal.Experimental and numerical studies on these structures have shown that this compound of the plates has the same weighing of up to 5% less weight than integrated armored plates.The experiments found that the effect of the edge causes a diversion to the projectile path and the wear on the sharp tanges, which overall prevents the penetration of projectile on the base plate and pass through it.The distance between the two perforated and the base plates was also studied, which specified that in order to properly impact the perforated plate, a minimum distance exceeded the length of the projectile between the two plates.By comparing the results of experimental experiments and numerical simulations using LS-DYNA software, good convergence between the results has been observed.",https://en.civilica.com/doc/1574175/
P0066,Numerical study of composite sandwich panels with compound cellular core of auxetic lattice structure and foam under low velocity impact load.,17th National Conference and 6th International Conference on Manufacturing Engineering,2020,"Updated standards in safety of vehicles and related facilities have led to use of smart designs and advanced manufacturing techniques. The shock generated at impacts could cause serious damages both to the system’s structure and the human body. A conventional method used to reduce the impact shock is to employ cellular material, e.g. low density foams in forms of sandwich structures. In the present work, performance of fiberglass-epoxy composite panels with Expanded Polystyrene (EPS) foam core under low velocity impact is enhanced by employing ۳D printable lattice structure inside the sandwich panel. Lattice structure is designed based on re-entrant auxetic pattern and it is manufactured using ABS material. Tests are conducted numerically using LS-DYNA explicit code at two different impact speeds. Results are discussed based on rigid body acceleration of the impactor to investigate the effect of adding auxetic structure on the shock attenuation. Furthermore, core arrangement of upgraded specimen is changed in three different ways are results are presented.",https://en.civilica.com/doc/1278036/
P0067,Experimental and Numerical Investigation on the Flexural Behavior of Composite-Reinforced Top-Hat Shape Beam,Mechanics of Advanced Composite Structures,2021,"Top-hat hollow-section beams are widely used in passenger vehicle’s body-in-white structure because of their proper shape for the montage process and also crashworthiness advantages. Hollow section beams with top-hat cross-section are mostly employed in structures like B-pillar, rocker sill, and roof rail which are engaged in side impact collisions. In the present investigation, simplified top-hat beams are developed based on a conventional B-pillar with the aim of improving energy absorption characteristics. Reinforcements are conducted by employing fiber glass-epoxy composite material. Three types of reinforced beams are presented which are either improved by composite-laminating, or by installation of an extra composite-made internal reinforcement. Experimental tests are performed in quasi-static three-point bending condition and based on results, a FE simulation is developed using LS-Dyna explicit code. Specimens are compared based on peak load, total energy absorption (TEA) and specific energy absorption (SEA) amounts. Also, to illustrate the extent of improvements, a not-reinforced top-hat beam is experimentally subjected under three-point bending test. Results depict a significant difference between the performance of beams reinforced by different methods. Comparison between specimens, considering their respective load-displacement diagram and crashworthiness characteristics, show that applying composite laminates to the inside surface of a hat-shaped beam would produce a beam with satisfying flexural behavior.",https://en.civilica.com/doc/1262836/
P0068,Numerical Simulation of Triangular Sheet Profile Blast Gas Mixed Gas,Aerospace Mechanics,2023,"An advanced numerical study containing fluid and solid interaction is conducted to evaluate the effect of pioneering pressure and the deformation interval of thin triangular sheets under gas explosion.Other numerical simulation goals, such as calculating deformity and contour stress at high strain rate, are obtained based on the Johnson-Cook material model dependent on the strain rate.Simulation is based on explosion modeling with chemical reaction kinetics and the use of the element of the survival element to spread the explosion.The borderline method uses the meal movement between the exploded gas and the deformed sheet uses the calculation of fluid pressure spreading on the sheet surface.Numerical tools, using the Utiller Equations, the multi -component reaction and the lagge of the sheet, the pressure spreading and the gas explosion parameters to the macroscopic deformation of the sheet.The numerical method as a suitable tool in calculating the triangular sheet deformation profile deals with the smaller size of the sheet -covered surface.",https://en.civilica.com/doc/1574180/
P0069,Design and construction of a solid target with a cooling system to investigate the phenomenon of surface fusion,journal of nuclear Science and technology,2022,"In this article, the design and construction of a solid target with cooling capability was designed and manufactured to examine the phenomenon of surface fusion in the industrial neutron generator.In the first step, to achieve such a goal, the sex and thickness of the layers and substrates suitable for use as the solid goal of industrial neutron generators were thoroughly investigated with the help of simulation with the software.Then, using the simulation results of samples of the solid target, the layered and sprayed method was made.In addition, due to the importance of the target temperature and its effect on surface fusion, the cooling system was designed and then built with the help of simulation with Camsol software.Also, due to the high voltage of the purpose and its contact with the cooling system, various electrical insulators were studied and designed and built in order to insulate it.The appropriate vacuum system was designed and built in order to test solid goals and its side parts.Finally, after the design and construction of all parts, the system for the final test was assembled and set up.In the tests conducted with dootrium gas, the neutron flux was measured by the 2LB detector.At the voltage of about 2 kV and the current of about 2 mAh, we managed to produce neutrons with a n/s flux of 4.1.This amount of neutron flux shows a double -rate increase in the production of neutron produced due to surface fusion phenomenon.",https://en.civilica.com/doc/1487475/
P0070,Evaluation of neutron -induced dose level around a DD/DT neutron generator and a suitable shield design for standing user,Iranian Journal of Radiation Safety and Measurement,2020,"Neutron generators have different applications as neutron springs.In recent years, many efforts have been made to develop high -production neutron generators.As such, it is necessary to consider beam protection during the operation of neutron generators.In this study, with the help of MCNPX code, the effective dose of neutron was first calculated and evaluated around a neutron generator.The results show that neutron dose in neutron generators depends on the position of the device and the type of neutron generator.The dose is about 5 times higher than DD generators.The results also show that with an increase in the distance by up to five meters, the dose rate decreases by about 20 times.Increasing distance is one of the effective ways to reduce dose, but in laboratories where there is not enough space, a proper shield should be designed.
For the right protection design, shields in 2 different genres (Alf2, baled-polyethylene, Concrete ۲۰۱۰, paraphfine, polyethylene, non-baled, solid-boric-aacid) and in thicknesses 1, 2, 2, 2 and 2, and 2Centter was designed and the components of gamma flux, effective dose of gamma, thermal neutrons, super thermal neutrons, rapid neutrons flux, total neutron flux, and effective dosage of neutrons were calculated in hypothetical spherical phantom.The results showed that Baled-Polyetheylene shield for both DD and DT springs at the thickness of 2 cm has the lowest dose neutron and also in the thickness of 2 cm with lower gamma dose compared to other shields in both DD and DT springsIs.",https://en.civilica.com/doc/1423093/
P0071,The Role of Teritium Reduction in Determining Dutterium-Citrium Foundation Reactions with Rapid Considering Laser Function,Optoelectronic,2020,"One of our current goals is to examine the DT fuel interest by choosing a very low deduction of tritium fuel, in the new ICF achievements, through the concept of rapid combustion.These calculations certainly determine the possibility of using a quick combustion, especially the possibility of a suitable stimulator, and explains the well -bearing pulse coupling in the compressed material.In fact, our main goal was to investigate the amount of interest -out changes by changing the concentration of trithium, which the lower the concentration of the trithium, the more economically cost effective.To be impressed.",https://en.civilica.com/doc/1844919/
P0072,Investigating Fast Fighting Fighting with Conical Objectives,The Physics Society Of Iran,2010,"Fast -flammable is a new way of fusion.In this fusion method, the interaction of super-filled laser beam with the Holram surface of the Dotrium-Tritium Fuel Capsule (D-T) causes internal explosion and fuel compression to high density, followed by fast-produced protons near Holram surface.The result of this action penetrates into the compressed fuel and, with their energy staple in a small part of it, creates a hot area.In this article, following the spherical target energy interest and due to the dependence of fuel consumption for the duration of fuel consumption, we have obtained the energy interest of the cone targets at the attribute angle and we find that a semi -capsule (β = π/1) It has a 5 % interest rate of the spherical capsule.In addition, by examining the simulations made by Etzeni and others, it has been found that the result of these simulations is qualitatively in good agreement.",https://en.civilica.com/doc/1802346/
P0073,Enhancing ICF Target Design: The Impact of Gold Particles as Pusher on Ignition and Burn,,2024,,https://link.springer.com/article/10.1007/s40995-024-01645-5
P0074,Study of antiprotons as drivers in inertial confinement fusion by fast ignition method,,2023,,
P0075,Design and Simulation of pulsed Nd:YAG laser based on Master Oscillator Power Amplifier (MOPA) structure,,2020,,https://opsi.ir/article-1-2738-fa.pdf
P0076,Design of a High Power 10-KW Solid-state Heat Capacity Laser and the Thermal Management,,2023,,https://ijop.ir/article-1-547-en.pdf
P0077,The use of the SRIM code for calculating radiation damage induced by γ-rays,,2022,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4113618
P0078,Improved memory management for solving neutron transport via a novel Modular Ray Tracing (MRT) approach embedded in parallel method of characteristic (MOC) framework,,2021,,https://www.sciencedirect.com/science/article/abs/pii/S0149197020303371
P0079,Modification of a Dynamic Monte Carlo Technique to Simplify and Accelerate Transient Analysis with Feedback,,2021,,https://www.tandfonline.com/doi/abs/10.1080/00295639.2021.1989932
P0080,MCNP Dose evaluation around D-D and D-T neutron generators and shielding design,,2021,,https://iopscience.iop.org/article/10.1088/1748-0221/16/10/P10001
P0081,Development of Two Software Packages for Connecting with the MCNPX and NJOY Nuclear Codes to Directly Obtain and Extract Multi-Group Nuclear Cross Sections for Any Isotope,,2021,,https://ajnsa.journals.ekb.eg/article_143317.html
P0082,"Simulation, Design and Fabrication of transverse diode-pumped Nd:YAG Solid-State Laser",Iranian Journal of Science and Technology,2016,,https://link.springer.com/article/10.1007/s40995-016-0092-x
P0083,Modeling of a Q-switched master oscillator power amplifier fiber laser and gain saturation properties,,2020,,https://iopscience.iop.org/article/10.1088/1555-6611/ab8cc9/meta
P0084,Investigation on Transient Response of Linear Dipole Antennas in the Presence of HEMP Based on Equivalent Circuit,,2017,,https://www.jpier.org/issues/volume.html?paper=16123006
P0085,Investigation of Parameters Affecting the Level of Perforated Conductive Enclosure Protection Against HEMP Radiation Using FDDM,,2020,,https://ieeexplore.ieee.org/abstract/document/9104012/authors#authors
P0086,Predicting the Effects of HPEM Radiation on a Transmission Line Terminated With Linear/Nonlinear Load in Perforated Metallic Enclosure Using FDDM/VF,,2020,,
P0087,The Influence of Magnetic Field on the Growth Rate of Rayleigh-Taylor Instability Using Nano-Structured Porous Linings in Inertial Confinement Fusion Fuel Targets,Journal of Polytechnic,2023,,
P0088,Evaluation of the neutron production rate using D-D and D-T fuel in an inertial electrostatic confinement fusion device,Chinese Journal of Physics,2018,,https://colab.ws/articles/10.1016%2Fj.cjph.2017.11.011
P0089,Comparison of MCNPX and FLUKA Monte Carlo codes in the simulating a nuclear gauge,,2021,,https://www.sciencedirect.com/science/article/abs/pii/S096980432100018X
P0090,SN transport method for neutronic noise calculation in nuclear reactor systems: Comparative study between transport theory and diffusion theory,,2018,,https://www.sciencedirect.com/science/article/abs/pii/S0306454916310209
P0091,Neutronic and Safety Analysis of CAREM-25 Small Modular Reactor Using SuperMC Advanced Code,,2023,,https://www.ijrrs.com/article_187475.html
P0092,Investigation of Radioisotopes Produced in the Core of a Navy Nuclear Reactor with Low- and High-Enriched Uranium Flues During One Cycle,,2023,,https://www.tandfonline.com/doi/full/10.1080/15567036.2022.2164095
P0093,A new approach for solution of time dependent neutron transport equation based on nodal discretization using MCNPX code with feedback,,2019,,https://www.sciencedirect.com/science/article/abs/pii/S0306454919303445
P0094,Implementation of a dynamic Monte Carlo method for transients analysis with thermal-hydraulic feedbacks using MCNPX code,,2019,,https://www.sciencedirect.com/science/article/abs/pii/S0306454919301203
P0095,An improved convergence rate for the prompt α eigenvalue calculation in α-k iteration methods,,2017,,https://www.sciencedirect.com/science/article/abs/pii/S0306454918301579
P0096,Simulation of the direct geometry spectrometer for neutron time of flight based on the Monte Carlo method to calculate the energy spectrum of the neutron source,,2020,,https://www.sciencedirect.com/science/article/abs/pii/S0168900219312951
P0097,Discharge current enhancement in inertial electrostatic confinement fusion by impulse high magnetic field,,2019,,https://www.sciencedirect.com/science/article/abs/pii/S0042207X19307109
P0098,Numerical simulation of the influence of confined multi-point ignited H2–O2 mixture on the propagation of shock waves towards a deformable plate,,2022,,https://www.sciencedirect.com/science/article/abs/pii/S0360319922026039
P0099,Energy spectra unfolding of fast neutron sources using the group method of data handling and decision tree algorithms,,2017,,https://www.sciencedirect.com/science/article/abs/pii/S0168900217301031
P0100,Synchronized forward-adjoint neutron transport using method of characteristics,,2016,,https://www.sciencedirect.com/science/article/abs/pii/S0149197016301573
P0101,Simulation of the direct geometry spectrometer for neutron time of flight based on the Monte Carlo method to calculate the energy spectrum of the neutron source,,2020,,https://www.sciencedirect.com/science/article/abs/pii/S0168900219312951
P0102,The influence of the Presence or Absence of a Neutron Reflector on the Critical Mass of Uranium,,2016,,https://www.sid.ir/paper/939350/fa
P0103,Numerical and theoretical determination of various materials Hugoniot relations based on the equation of state in high-temperature shock loading,,2019,,https://www.tandfonline.com/doi/abs/10.1080/08957959.2019.1699075
P0104,"One-Dimensional Simulation of Direct Initiation of Comp-B and Comparison with Experimental Data
",Journal of Energetic Materials,2020,,
P0105,Numerical Simulation of the Heat Transfer in the Electric Hot Bridgewire Initiator,Journal of Energetic Materials,2020,,
P0106,Numerical and Experimental Analysis of Multi-Point Initiation EFP Performance,Journal of Energetic Materials,2018,,https://www.magiran.com/paper/1949940/numerical-and-experimental-analysis-of-multi-point-initiation-efp-performance?lang=en
P0107,"Calculation of burn characteristics for fuel pellet simulated in magneto-inertial fusion
",Fusion Engineering and Design,2019,,https://www.sciencedirect.com/science/article/abs/pii/S092037961930523X
P0108,Assessment of the research reactors in opposition to severe accidents,Nuclear Engineering and Design,2023,,
P0109,Proton beam-driven instabilities in an inclined magnetic field,,2022,,https://www.sciencedirect.com/science/article/abs/pii/S0168900222006064
P0110,Longitudinal instability of the proton ignitor beam in a contaminated DT plasma,,2021,,https://pubs.aip.org/aip/pop/article-abstract/28/12/122707/108323/Longitudinal-instability-of-the-proton-ignitor?redirectedFrom=fulltext
P0111,Simulation study of cone-in-shell target for indirect-drive ion fast ignition concept under the theory of an effective interaction potential,,2023,,https://www.nature.com/articles/s41598-023-36597-0
P0112,A multi-moderator neutron spectrometer for use in BNCT studies of the Tehran research reactor,,2021,,https://www.sciencedirect.com/science/article/abs/pii/S0969804321001573
P0113,Hydrothermal synthesis of monoclinic - cubic Li2TiO3 hybrid nanocomposite microspheres,International Journal of New Chemistry,2019,,https://www.magiran.com/paper/1946933/hydrothermal-synthesis-of-monoclinic-cubic-li2tio3-hybrid-nanocomposite-microspheres?lang
P0114,Investigating the Effect of Scintillator Size on the Shape of Response Function of NE102 and NE213 Detectors for Gamma Rays,Journal of Research on Many-body Systems,2018,,https://sid.ir/paper/243823/en
P0115,Determination of the linear behavior of FC detectors in Isfahan MNSR using ex-core offline and online experiments,Nuclear Engineering and Design,2023,,https://www.sciencedirect.com/science/article/abs/pii/S0029549323005307
P0116,Numerically Explosive Welding Capzitian and Steel Capsite Pipe,"The 8th National Conference of Applied Researches in Electrical, Mechanical and Mechatronics Engineering",2024,"Explosive welding is a well -known composite processing method, it can combine different materials.Explosive welding creates periodic wave surfaces in the connection area.And it causes micro -structural welding. In this study, we examine the composite pipe method numerical and the materials are investigated by titanium and steel metals.Slow.In this study, explosive stress and pressure phenomena and speed were examined, using the limited element simulation software of Abesus.",https://en.civilica.com/doc/2024177/
P0117,Comprehensive Software Determination of Ideal Conditions for Explosive Welding Welding Welding - Titanium,"The 7th National Conference on New Technologies in Electrical, Computer and Mechanical Engineering of Iran",2024,"In this study, the software examines the calculations of the explosive welding window by the software.The variables that influence the explosive welding are introduced and the range of the joints of the welding window is examined.There are various theories about welding window boundaries.For an ideal connection, the welding window must be drawn for each metal, and the two -window subscription range is the ideal range of welding.The minimum and maximum collision angle is based on Kraceland's offer and the spring, which is expressed by the maximum angle of the collision to create a connection of 2 degrees and at least 2 degrees.For the left border where the minimum speed of the impact point is, based on the analysis provided by (Quan), the transition from the common wave season for most metals occurs in R = 1.5, which in this value in this value.Various experiments have been approved.The maximum speed of the impact point is estimated at 1.5 audio speeds in the metal.The minimum collision speed is used by the Dibbas and Whitman offer.Once the welding window boundaries are specified, the formulas and coefficients are written as a software code.For the accuracy and accuracy of the written code, the titanium explosive welding window is calculated and drawn.And in a study conducted by Amini on the explosive welding of titanium -Steel 2, we calculate the software and examine the result.To ensure the research, the steel and phosphorus-brain-binding by explosive welding is evaluated by the software.Remember, the coefficient differences used in the formulas were few changes in the welding window that is acceptable.The code can be used to draw the welding window.",https://en.civilica.com/doc/2050456/
P0118,Simulation and measuring radiation of cosmic interferences in the detector,journal of nuclear Science and technology,2023,"Nowadays, the reactor's paleinoid detection is of great interest, as it can be used to estimate the status of the Burn -Up and remote fuel.Neutrino measurement is usually based on the reversal reaction of neutrino beta with proton (hydrogen atom) in the needle material.In this study, the Irand Susan Order detector was developed with a squeezed design and its scaling sample, called May Nrande.Measuring neutrino face challenges;Including the factors in the measuring of neutrino should be well identified and separated from the cosmos, the most important of which are cosmic centers.This requires a detailed understanding of the detector's response to cosmic hay.In this study, using the Granete 2 and Monte Carlo simulation, the behavior of the detector in the detector is examined in various aspects.By experimental measurement for 5 days, the events are identified and their characteristics are determined.The test is done with the development of a specific digital data system and the development of appropriate processing algorithms.The results provide an estimation from the spectrum of instant events (Michel spectrum) and delayed (Landau spectrum).The matching of the experimental and simulation results indicates the correctness of the process in the simulation and experimental sectors.",https://en.civilica.com/doc/1623560/
P0119,Fluka -based low -energy neutrino event,journal of nuclear Science and technology,2018,"Disclosure of low -energy reticularinos has applications in science and engineering.The Fluka team has recently developed the PEANUT model that is capable of simulating the interactions of all neutrino flavors from threshold to Tev.In this article, Floka is introduced as a neutrino event generator by emphasizing the disruptions of low -energy electronico electrons (ie, reactorino).The results show the credibility and ability to use the code.The remarkable point is that Floka has the ability to satisfy many other types of particles in more complex geometries, which makes Floka a powerful tool for neutrino engineering goals.",https://en.civilica.com/doc/1361555/
P0120,Developing a systematic plan to deal with environmental radiation threats in nuclear defense,The 9th national defense science and engineering conference focusing on defense knowledge-based technologies,2022,"In the current world, the arms race continues to be highly passionate, and across the International Arms Control Agreement, global powers continue to move to the save of deadly weapons, especially nuclear.Therefore, the study of all aspects and aspects of potential nuclear threats, including deliberate intentional, is of great importance, and from the point of view of safety and nuclear security, efforts should be made to make comprehensive plans and emergency plans to deal with these threats, especially in particular.Provide in cities and areas that are most exposed to these threats.In this regard, field sampling is very important and the constraint of human and financial resources is always one of the problems ahead of any sampling program;Therefore, one of the important things in achieving an appropriate specializing program is the selection of the number and location of the samples based on the study needs and resources.Therefore, paying attention to the sampling expert can help achieve the goals of environmental sampling studies.In this research, a systematic plan for field sampling is presented by nuclear threats by examining valid nuclear threat documents.",https://en.civilica.com/doc/1753375/
P0121,Plasmic Modeling caused by radioocluids on the ground to monitor nuclear pollution remote,Defense Science Research Journal,2021,"On surfaces of the ground that are infected with radionoclary due to a radiation event, nuclear pollution radiation leads to ionizing and arousing at the atmosphere, resulting in a low -neutral pseudo -temperature plasma with poor ionization in the above -contaminated area..There are currently many methods for measuring land that allows for identifying areas with widespread nuclear pollution.These methods rely on a variety of physical principles and each have certain limitations, benefits and shortcomings.When the development of air monitoring systems with nuclear pollution areas, the use of electron space distribution - low -temperature plasma ion formed on highly contaminated areas and soils will be an innovative and effective way.This model reflects the unique spatial characteristics of the electron -ion -ion density distribution and can be used to identify the surface nuclear contamination of soils and territories remotely.Development of nuclear pollution technologies is important because it is fatal for highly contaminated areas such as damaged nuclear reactors, even human residency for a very short period of time, and therefore to measure pollution, diagnostic methods.Remote use should be used.In this study, the general principles of plasma method of monitoring nuclear pollution are presented.According to the results, the development of plasma technology monitoring remote nuclear pollution will play an important role in achieving territorial safety goals and passive defense.",https://en.civilica.com/doc/1925525/
P0122,Plasma technology applications in medical and microbial contamination and plasma damage to the skin by Hyperchem and Geant 4 software,7th National Conference on Defense Science and Engineering,2020,"In this study, the various applications of plasmas resulting from electrical discharge in the field of health and medical are evaluated.This is the use of cold plasma (chronic discharge and dielectric discharge dam) and hot (radiofrequency and micamer discharge).Most of the direct uses of sterilization are sterilizing and providing conditions for improvement of patients, but the elimination of solid waste and hospital waste is also considered.Indirect applications include ozone production and ozone therapy in liquid environments as well as refinement and disinfection of sensitive physician sites.It was also observed using Hyperchem and Geant 4 software that plasma radiation does not damage the skin epidermis layer and therefore plasma radiation is an effective and safe way to relieve contamination of the skin.",https://en.civilica.com/doc/1235521/
P0123,Simulation and evaluation of the performance of the gamma cavity coded with wide field of view,Iranian Journal of Radiation Safety and Measurement,2023,"Careful location of radiation material is very important in nuclear imaging.Safety and security against the increasing threat of attacks using radios, border monitoring, terrorism, as well as increasing the number of nuclear power plants, require the development of a reliable system for imaging a wide range of gamma beams at different intervals;To identify and replace radiation resources at the appropriate time.Radiation materials are used in medicine, non -destructive tests, nuclear weapons, electricity generation, and so on.The main advantage of coding cavities (CAI) over other imaging methods is due to the many holes that increase the amount of photons input to the detector, thereby creating a better and, albeit more sophisticated image.After the decoding process, the resolution is increased by applying the MLEM algorithm.In this article, the gamma camera simulation with mosaic mosaic cavities in the Gate code for imaging of the czium-1 springs and the Emperal-1 was carried out by the NAI detector (TL) with a dimension of 4.1.5.The separation of this system for the two springs is 2 meters from the camera and the angular separation power has been obtained appropriately (about 2 degrees);In addition, the minimum dose of equivalent for imaging within 2 meters for the Springs of Czium-1, 1.2 (with the activity of 2 microcyal spring) is estimated and the signal levels to the low in this distance were equal to 1.5 and applied by applyingThe MLEM algorithm was 1.5.The importance of this study relies on the study of the localization of the radius springs, especially during nuclear disarmament, border observation and pollution;Because often the real place of radiation spring is unknown.",https://en.civilica.com/doc/1795266/
P0124,Estimation of the Spring Springs Springs of Casey-1 from the Gamma Camera with the help of canaloshot neural networks,The first conference on artificial intelligence and intelligent processing,2022,"In nuclear medicine and nuclear security issues, radiation localization is of particular importance in nuclear imaging.In residential imaging systems, it is not possible to measure the distance from the radiation spring from the imaging system.In this study, by simulating the gamma camera with coded holes and radios fountains in Gate software, nuclear imaging was carried out from 1 to 2 cm intervals from the dot springs-1 to the images neededProvide a canalic neural network training and evaluation.Images from the gamma camera, after being rebuilt by MATLAB software in Python programming language, and designing a canaloshot neural network, categorizing the springs of the czium-2 from the gamma camera to 2 categories less than 2 cm, between 1 and 2 cm, between 1 and 2CH and more than 5 cm was done correctly.",https://en.civilica.com/doc/1549649/
